Sentence	Firmware	Installation	Performance	Usability	Support	Sentiment
I upgraded from a Linksys WRT54g ver 1.0 router in order to get more range (as I had heard that wireless N provided this even with G adapters).	0	0	0	0	0	0
I was very disappointed	0	0	0	0	0	0
"The installation process was fine (assuming you know Linksys), although their software configuration tool crashed repeatedly."	0	0	0	0	0	0
I got the router working with no problems	0	0	0	0	0	0
Then I noticed the range was much worse on this router.	0	0	0	0	0	0
I conducted my own tests using my internal Intel Wireless G adapter on my Dell Inspiron laptop.	0	0	0	0	0	0
I conducted the tests with WirelssMon software program.	0	0	0	0	0	0
"I positioned the routers in the exact same spot each time, and the laptop was also in the exact same place each test."	0	0	0	0	0	0
"Here are my results of my signal strength testing:Basement (right next to the router):Wireless N (20 MHz): -40 dB = 67%Wireless N (40 MHz): -32 dB = 75%Wireless N (auto): -37 dB = 70%WRT54G: -29 dB = 79%Main floor (one floor above router):Wireless N (20 MHz): -53 dB = 51%Wireless N (40 MHz): -55 dB = 51%Wireless N (auto): -54 dB = 50%WRT54G: -44 dB = 62%Front Porch (one floor above router, a bit farther):Wireless N (20 MHz): -86 dB = 16%Wireless N (40 MHz): not conductedWireless N (auto): not conductedWRT54G: -71 dB = 32%Main bedroom (two floors above router):Wireless N (20 MHz): -74 dB = 27%Wireless N (40 MHz): -72 dB = 30%Wireless N (auto): -71 dB = 32%WRT54G: -65 dB = 39%Clearly there is a benefit to the WRT54G (by about 5-10%) in terms of signal strength."	0	0	0	0	0	0
I have returned this router.	0	0	0	0	0	0
"I might try another Linksys with a stronger antenna (?WRT610N), but I was very disappointed with the performance of this router."	0	0	0	0	0	0
I previously used a Linksys wireless G router which was pretty good but after many years I think heat got to it and it became flaky so I tried this one	0	0	0	0	0	0
I seem to get much better signal strength from the same distance and through several walls (two of them stucco-based).	0	0	0	0	0	0
Ive not tried further distance yet or more barriers	0	0	0	0	0	0
Management interface is very similar to the old version which made configuring very easy.	0	0	0	0	0	0
"One difference is, it seems much easier to get encryption working than I recall for my previous router."	0	0	0	0	0	0
Not sure what the difference was but this time took me about 60 seconds	0	0	0	0	0	0
Id recommend this product for sure if youre replacing an older model or if you do a lot of file transfers between computers in your location.	0	0	0	0	0	0
"Easy to install, good range - full strength in the backyard - and looks good."	0	0	0	0	0	0
I ran this as N-Only and compared its performance and range to my existing WRT54GX2.	0	0	0	0	0	0
For reference I am running Vista64 and use a Belkin N adapter (F5D8053).	0	0	0	0	0	0
"I am spanning a distance of three floors and about 80 feet horizontally with lots of obstructions (walls, windows, doors, etc).Range was significantly less than my older router, went from Fair/Good (2-3 bars) to Poor (1 bar) with frequent timeouts to the router."	0	0	0	0	0	0
I assume the internal antennas in the WRT160N are not as capable as the external antennas on the WRT54.Performance was dramatically diminished.	0	0	0	0	0	0
I clocked performance on SpeakEasy bandwidth tester.	0	0	0	0	0	0
Direct (wired) connect to cable modem was 20+ MBPS.	0	0	0	0	0	0
WRT54GX2 (wireless G) clocked at 9.8MBPS.	0	0	0	0	0	0
WRT160N (wireless N) clocked at 2.8MPS.	0	0	0	0	0	0
Obviously this is due to the poor range	0	0	0	0	0	0
"If you are looking to traverse a long distance with lots of obstacles, this not the router for you."	0	0	0	0	0	0
"I needed a wireless router asap, so I went to wal-mart (sorry amazon) and this is all they had."	0	0	0	0	0	0
"I knew linksys quality has gone down the tubes over the years, and i hesitated to buy this."	0	0	0	0	0	0
"However, I needed a router that very day though so this was the only choice"	0	0	0	0	0	0
"Ive set up many wireless networks in the past for friends and family (mostly using early WRT54Gs, which were great pre v5) however Ive never personally used a wirless network in my own home so I wasnt quite sure what to expect performance wise."	0	0	0	0	0	0
Setup was easy as always using the web interface.	0	0	0	0	0	0
I was excited to see my computer connect at 100+ Mbit from down the hall.	0	0	0	0	0	0
However that was short lived as I soon realized I was actually getting barely 20Mbit...Well.. the horror stories are true.	0	0	0	0	0	0
Linksys really cannot program for the newer routers very well at all.	0	0	0	0	0	0
"It worked great for the first few days, however when I went to copy some very large files between my computer (on wireless) and the computer in the office (on wired LAN) it would fail randomly as my computer started disconnecting and reconnecting randomly."	0	0	0	0	0	0
These files were about 5GB and over the paltry ~20Mbit connection it was painfully slow and I almost cried when it failed at about 80%.I tried many settings.	0	0	0	0	0	0
"I had been using WPA2 and SSL for setup, and I thought maybe that was just too much for this thing to handle."	0	0	0	0	0	0
However no amount of fiddling would solidify the connection.	0	0	0	0	0	0
"The most stable settings were to use G-Only, 20Mhz band, and no encryption, but that was just unacceptable to me for such an expensive device."	0	0	0	0	0	0
Also the device becomes fairly hot during heavy use	0	0	0	0	0	0
THEN I DISCOVERED DD-WRT.	0	0	0	0	0	0
HOORAY!	0	0	0	0	0	0
I didnt think you could put custom firmware on newer linksys devices (its been a while since Ive set up a network).	0	0	0	0	0	0
Man am I glad DD-WRT exists.	0	0	0	0	0	0
"I now have a rock solid device, consistently get 1ms pings from anywhere in the house, and havent dropped a connection yet."	0	0	0	0	0	0
"Not to mention I can now use VPN, UPnP, advanced QoS, etc etc.. Upping the transmitter power to 70mv (from the default 28!"	0	0	0	0	0	0
now gets me a signal almost a block and a half away!	0	0	0	0	0	0
"Now if i could just get up the Tx power on my usb adapter and iphone.. :)Not only that, but the thing runs cooler now even with the more than 2x power put into the antenna on the new firmware"	0	0	0	0	0	0
"A note about speeds: First, I am using a WUSB100 adapter."	0	0	0	0	0	0
As I said with the stock firmware I would get about 20mbit from my bedroom to the office.	0	0	0	0	0	0
I have no doors in my house so there is almost a line of sight between the two devices.	0	0	0	0	0	0
The WUSB100 would always report about 135Mbit (yeah right lol!).	0	0	0	0	0	0
This was with a 40Mhz channel in mixed mode.	0	0	0	0	0	0
Now with DD-WRT I get about 30Mbit and its rock solid stable.	0	0	0	0	0	0
The WUSB100 now reports I connect at 65Mbit.. Not too bad I guess.	0	0	0	0	0	0
"However there is no support in DD-WRT for wide channel on this device, I would be curious to see what performance would be with that enabled if it were possible."	0	0	0	0	0	0
"Also I am using SSL for the web interface and WPA2 again, and the CPU load on the router barely goes above 20% in most cases"	0	0	0	0	0	0
So I give this hardware 5 stars.	0	0	0	0	0	0
However Im rating it a 1 star because out of the box this thing is basically an expensive paperweight.	0	0	0	0	0	0
Plus you have to know what your doing and risk bricking the thing to get it to perform as advertised	0	0	0	0	0	0
Also note that I am a VERY heavy network user.	0	0	0	0	0	0
"I use a lot of P2P, video streaming (to xbox on the LAN), copying massive files around, full HD backups, etc."	0	0	0	0	0	0
My problems may not be the case for the average home user.	0	0	0	0	0	0
I originally bought this product at Frys.	0	0	0	0	0	0
"Then I shopped here on Amazon for the same product and it was 10 bucks cheaper--no tax, no shipping fee!"	0	0	0	0	0	0
What a deal!	0	0	0	0	0	0
"Anyway, when it was delivered, the router was easy to set up, like all LinkSys routers."	0	0	0	0	0	0
"Its not too big, and its very pretty."	0	0	0	0	0	0
It even has an option to hang up the wall to not take up space.	0	0	0	0	0	0
"Since it is an N router, the range that this router has is pretty big."	0	0	0	0	0	0
"I give it four stars, though, and not five, is because the range this N router compared to the other LinkSys N router is still smaller and weaker than the others."	0	0	0	0	0	0
"It has several options where you can wifi with other things (without putting in the password) such as DS, Wii by pushing a button on the router and setting up the wifi on your item that requires the wifi."	0	0	0	0	0	0
"=)  Anyway, I think this router is very easy to use and its great!"	0	0	0	0	0	0
just the range needs a little bit more push...	0	0	0	0	0	0
"I purchased this router with the sole intent of having a router that would not require me to constantly reboot it to reacquire a signal for the wireless machines in my home to work, or to gain new ip addresses."	0	0	0	0	0	0
Ive been pleasantly surprised with this router.	0	0	0	0	0	0
Ive had 2 other Linksys routers in the past (including Linksys srx200) and this one trumps all.	0	0	0	0	0	0
"For the last 3 months, barring power outages in my area, I have not dropped a single connection and have not been required to reboot the machine."	0	0	0	0	0	0
"Additionally, I have port fowarding set on this router, and this router handles the traffic very well."	0	0	0	0	0	0
"According to the directions, you put the CD in BEFORE you do ANYTHING, which is what I did."	0	0	0	0	0	0
"This thing literally was installed, hooked up and running in mere minutes!"	0	0	0	0	0	0
Its awesome!	0	0	0	0	0	0
Im in my living room typing on my laptop right now.	0	0	0	0	0	0
I have never had the need for a wireless router of any kind until now so I have no experience apart from today with this sort of thing.	0	0	0	0	0	0
"I highly recommend this on all counts...easy to install, easy to set up, easy to use, works great!"	0	0	0	0	0	0
I like this product a lot better then the earlier one.	0	0	0	0	0	0
I did need help in getting it up and running right when it says it is easy to get going.	0	0	0	0	0	0
WRT160N has everything a router should have and anything complicated automated.	0	0	0	0	0	0
